Cluster,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline
0,12.250923076923076,1.8973846153846154,2.2312307692307694,20.06307692307692,92.73846153846154,2.2476923076923074,2.05,0.3576923076923077,1.624153846153846,2.973076923076923,1.0627076923076921,2.8033846153846156,510.16923076923075
1,13.134117647058824,3.307254901960784,2.4176470588235293,21.241176470588233,98.66666666666667,1.683921568627451,0.8188235294117646,0.4519607843137255,1.1458823529411764,7.2347058627450975,0.6919607843137254,1.6966666666666668,619.0588235294117
2,13.676774193548388,1.9979032258064517,2.466290322580645,17.462903225806453,107.96774193548387,2.8475806451612904,3.0032258064516126,0.2920967741935484,1.9220967741935484,5.453548387096775,1.0654838709677419,3.1633870967741933,1100.225806451613
